SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-11-2023,Single Family Residential,2832 13th Ave W,Seattle,WA,98119,790000.0,2.0,1.0,Queen Anne,2120.0,5778.0,1928.0,,373.0,,Sold,,,https://www.redfin.com/WA/Seattle/2832-13th-Ave-W-98119/home/131578,NWMLS as Distributed by MLS Grid,2137260.0,N,Y,47.6457453,-122.3733065
PAST SALE,July-21-2023,Condo/Co-op,17 W Mercer St #305,Seattle,WA,98119,825000.0,2.0,2.0,Queen Anne,1402.0,,2002.0,,588.0,914.0,Sold,,,https://www.redfin.com/WA/Seattle/17-W-Mercer-St-98119/unit-305/home/68424,NWMLS as Distributed by MLS Grid,2127506.0,N,Y,47.6244312,-122.357496
PAST SALE,June-30-2023,Single Family Residential,425 W Howe St,Seattle,WA,98119,1870000.0,4.0,3.5,Queen Anne,2370.0,2400.0,1916.0,,789.0,,Sold,,,https://www.redfin.com/WA/Seattle/425-W-Howe-St-98119/home/134106,NWMLS as Distributed by MLS Grid,2077969.0,N,Y,47.6357872,-122.3634505
PAST SALE,March-10-2023,Single Family Residential,2907 9th Ave W,Seattle,WA,98119,880000.0,4.0,2.0,Queen Anne,2800.0,4500.0,1908.0,,314.0,,Sold,,,https://www.redfin.com/WA/Seattle/2907-9th-Ave-W-98119/home/130913,NWMLS as Distributed by MLS Grid,2038155.0,N,Y,47.6461926,-122.369717
PAST SALE,April-6-2023,Townhouse,3437 14th Ave W Unit B,Seattle,WA,98119,970000.0,3.0,2.5,Queen Anne,2097.0,1250.0,2010.0,,463.0,,Sold,,,https://www.redfin.com/WA/Seattle/3437-14th-Ave-W-98119/unit-B/home/28474015,NWMLS as Distributed by MLS Grid,2037393.0,N,Y,47.6514534,-122.3751262
PAST SALE,April-27-2023,Single Family Residential,1951 5th Ave W,Seattle,WA,98119,910500.0,2.0,1.0,Queen Anne,1280.0,3600.0,1904.0,,711.0,,Sold,,,https://www.redfin.com/WA/Seattle/1951-5th-Ave-W-98119/home/135078,NWMLS as Distributed by MLS Grid,2050822.0,N,Y,47.6374692,-122.3639582
PAST SALE,May-23-2023,Single Family Residential,3401 13th Ave W,Seattle,WA,98119,1250000.0,3.0,2.0,Queen Anne,2400.0,6000.0,1953.0,,521.0,,Sold,,,https://www.redfin.com/WA/Seattle/3401-13th-Ave-W-98119/home/129448,NWMLS as Distributed by MLS Grid,2057774.0,N,Y,47.6505288,-122.3739013
PAST SALE,November-17-2022,Single Family Residential,2711 Queen Anne Ave N,Seattle,WA,98109,850000.0,2.0,1.0,Queen Anne,1660.0,4800.0,1924.0,,512.0,,Sold,,,https://www.redfin.com/WA/Seattle/2711-Queen-Anne-Ave-N-98109/home/130297,NWMLS as Distributed by MLS Grid,2008654.0,N,Y,47.6444973,-122.3571633
PAST SALE,April-13-2023,Single Family Residential,400 W McGraw Pl,Seattle,WA,98119,945000.0,2.0,3.0,Queen Anne,1660.0,813.0,1920.0,,569.0,,Sold,,,https://www.redfin.com/WA/Seattle/400-W-McGraw-Pl-98119/home/131280,NWMLS as Distributed by MLS Grid,2044789.0,N,Y,47.6405421,-122.3624683
PAST SALE,February-23-2023,Single Family Residential,3284 Conkling Pl W,Seattle,WA,98119,1210000.0,3.0,1.0,Queen Anne,2340.0,5000.0,1927.0,,517.0,,Sold,,,https://www.redfin.com/WA/Seattle/3284-Conkling-Pl-W-98119/home/131014,NWMLS as Distributed by MLS Grid,2027001.0,N,Y,47.6501645,-122.3693523
PAST SALE,June-20-2023,Single Family Residential,405 W Crockett St,Seattle,WA,98119,1520000.0,5.0,3.0,Queen Anne,2348.0,3000.0,1921.0,,647.0,,Sold,,,https://www.redfin.com/WA/Seattle/405-W-Crockett-St-98119/home/133682,NWMLS as Distributed by MLS Grid,2067516.0,N,Y,47.6376034,-122.3627184
PAST SALE,August-21-2023,Single Family Residential,1629 8th Ave W,Seattle,WA,98119,2425000.0,3.0,3.5,Queen Anne,3970.0,3600.0,1905.0,,611.0,,Sold,,,https://www.redfin.com/WA/Seattle/1629-8th-Ave-W-98119/home/133357,NWMLS as Distributed by MLS Grid,2133753.0,N,Y,47.634411,-122.3680833
PAST SALE,May-31-2023,Single Family Residential,2411 Westview Dr W,Seattle,WA,98119,1313000.0,4.0,2.0,Queen Anne,1860.0,2829.0,1925.0,,706.0,,Sold,,,https://www.redfin.com/WA/Seattle/2411-Westview-Dr-W-98119/home/130409,NWMLS as Distributed by MLS Grid,2064288.0,N,Y,47.6399309,-122.3711943
